cluster,form,data
cluster_2206,средств,"средство,NOUN,Inan,Gen,Neut,Plur"
cluster_2206,средственны,"средственный,ADJ,Pos,Plur,Short"
cluster_2206,средство,"средство,NOUN,Inan,Nom,Neut,Sing"
cluster_2206,средств,"средство,NOUN,Inan,Gen,Neut,Plur"
cluster_2206,средств,"средство,NOUN,Inan,Gen,Neut,Plur"
cluster_2206,сродство,"сродство,NOUN,Inan,Nom,Neut,Sing"
cluster_2206,средство,"средство,NOUN,Inan,Nom,Neut,Sing"
cluster_2206,средств,"средство,NOUN,Inan,Gen,Neut,Plur"
cluster_2207,славянского,"славянский,ADJ,Gen,Pos,Neut,Sing"
cluster_2208,португальца,"португалец,NOUN,Anim,Gen,Masc,Sing"
cluster_2208,Португалии,"Португалия,PROPN,Inan,Loc,Fem,Sing"
cluster_2208,Португалии,"Португалия,PROPN,Inan,Loc,Fem,Sing"
cluster_2209,трагедия,"трагедия,NOUN,Inan,Nom,Fem,Sing"
cluster_2209,трагедии,"трагедия,NOUN,Inan,Loc,Fem,Sing"
cluster_2209,трагедией,"трагедия,NOUN,Inan,Ins,Fem,Sing"
cluster_2210,Эстонии,"Эстония,PROPN,Inan,Gen,Fem,Sing"
cluster_2210,Эстонии,"Эстония,PROPN,Inan,Gen,Fem,Sing"
cluster_2210,Эстонии,"Эстония,PROPN,Inan,Gen,Fem,Sing"
cluster_2210,Эстонии,"Эстония,PROPN,Inan,Gen,Fem,Sing"
cluster_2210,Эстонии,"Эстония,PROPN,Inan,Gen,Fem,Sing"
cluster_2210,Эстонии,"Эстония,PROPN,Inan,Gen,Fem,Sing"
cluster_2211,Аллергические,"аллергический,ADJ,Nom,Pos,Plur"
cluster_2211,Аллергический,"аллергический,ADJ,Nom,Pos,Masc,Sing"
cluster_2212,лиги,"лига,NOUN,Inan,Gen,Fem,Sing"
cluster_2212,лиги,"лига,NOUN,Inan,Gen,Fem,Sing"
cluster_2212,лигу,"лига,NOUN,Inan,Acc,Fem,Sing"
cluster_2212,лиги,"лига,NOUN,Inan,Gen,Fem,Sing"
cluster_2212,лиг,"лига,NOUN,Inan,Gen,Fem,Plur"
cluster_2212,Суперлиги,"Суперлига,PROPN,Inan,Gen,Fem,Sing"
cluster_2212,лиги,"лига,NOUN,Inan,Gen,Fem,Sing"
cluster_2212,литургике,"литургика,NOUN,Inan,Dat,Fem,Sing"
cluster_2212,Оберлиги,"Оберлига,PROPN,Inan,Gen,Fem,Sing"
cluster_2212,религий,"религия,NOUN,Inan,Gen,Fem,Plur"
cluster_2212,религий,"религия,NOUN,Inan,Gen,Fem,Plur"
cluster_2212,Лиги,"лига,NOUN,Inan,Gen,Fem,Sing"
cluster_2212,лиги,"лига,NOUN,Inan,Gen,Fem,Sing"
cluster_2212,лиги,"лига,NOUN,Inan,Gen,Fem,Sing"
cluster_2212,турмодиги,"турмодиги,NOUN,Anim,Nom,Masc,Plur"
cluster_2212,лигу,"лига,NOUN,Inan,Acc,Fem,Sing"
cluster_2213,1148,"1148,ADJ,Loc,Pos,Masc,Sing"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,1149,"1149,NUM,Nom,Card"
cluster_2213,14:00,"14:00,NUM,Inan,Acc,Card"
cluster_2213,14.20,"14.20,NUM,Acc,Card"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,1436,"1436,ADJ,Loc,Pos,Masc,Sing"
cluster_2213,1148,"1148,ADJ,Loc,Pos,Masc,Sing"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,1488,"1488,ADJ,Gen,Pos,Masc,Sing"
cluster_2213,14-я,"14-й,ADJ,Nom,Pos,Fem,Sing"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,1498,"1498,ADJ,Loc,Pos,Masc,Sing"
cluster_2213,No144,"NO144,NUM,Inan,Nom,Card"
cluster_2213,143,"143,NUM,Inan,Nom,Card"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,141,"141,NUM,Anim,Acc,Masc,Sing,Card"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,149,"149,NUM,Nom,Card"
cluster_2213,4143,"4143,NUM,Inan,Nom,Card"
cluster_2213,214,"214,NUM,None"
cluster_2213,1472,"1472,ADJ,Loc,Pos,Masc,Sing"
cluster_2213,1149,"1149,NUM,Nom,Card"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,1814,"1814,ADJ,Gen,Pos,Masc,Sing"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,1492,"1492,ADJ,Loc,Pos,Masc,Sing"
cluster_2213,1483,"1483,ADJ,Gen,Pos,Masc,Sing"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,1471,"1471,ADJ,Loc,Pos,Masc,Sing"
cluster_2213,1465,"1465,ADJ,Nom,Pos,Masc,Sing"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,1477,"1477,ADJ,Gen,Pos,Masc,Sing"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2213,14,"14,NUM,Gen,Card"
cluster_2214,студентам,"студент,NOUN,Anim,Dat,Masc,Plur"
cluster_2214,Студенты,"студент,NOUN,Anim,Nom,Masc,Plur"
cluster_2214,студенты,"студент,NOUN,Anim,Nom,Masc,Plur"
cluster_2214,студенты,"студент,NOUN,Anim,Nom,Masc,Plur"
cluster_2214,студенты,"студент,NOUN,Anim,Nom,Masc,Plur"
cluster_2215,голос,"голос,NOUN,Inan,Acc,Masc,Sing"
cluster_2215,голос,"голос,NOUN,Inan,Acc,Masc,Sing"
cluster_2216,оккупированных,"оккупировать,VERB,Inan,Perf,Gen,Plur,Past,Part,Pass"
cluster_2216,оккупированной,"оккупировать,VERB,Inan,Perf,Gen,Fem,Sing,Past,Part,Pass"
cluster_2216,оккупированной,"оккупировать,VERB,Inan,Perf,Gen,Fem,Sing,Past,Part,Pass"
cluster_2216,оккупирован,"оккупировать,VERB,Inan,Perf,Nom,Masc,Sing,Past,Short,Part,Pass"
cluster_2217,участвует,"участвовать,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
cluster_2217,участвует,"участвовать,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
cluster_2217,участвует,"участвовать,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
cluster_2218,Энергия,"энергия,NOUN,Inan,Nom,Fem,Sing"
cluster_2218,энергии,"энергия,NOUN,Inan,Gen,Fem,Sing"
cluster_2218,энергии,"энергия,NOUN,Inan,Gen,Fem,Sing"
cluster_2218,энергию,"энергия,NOUN,Inan,Acc,Fem,Sing"
cluster_2218,энергии,"энергия,NOUN,Inan,Gen,Fem,Sing"
cluster_2218,энергии,"энергия,NOUN,Inan,Gen,Fem,Sing"
cluster_2219,административно-территориального,"административно-территориальный,ADJ,Gen,Pos,Neut,Sing"
cluster_2220,среднюю,"средний,ADJ,Acc,Pos,Fem,Sing"
cluster_2220,среднюю,"средний,ADJ,Acc,Pos,Fem,Sing"
cluster_2220,среднюю,"средний,ADJ,Acc,Pos,Fem,Sing"
cluster_2220,Среднюю,"средний,ADJ,Acc,Pos,Fem,Sing"
cluster_2221,направиться,"направиться,VERB,Perf,Inf,Mid"
cluster_2221,сравнить,"сравнить,VERB,Perf,Inf,Act"
cluster_2221,отправить,"отправить,VERB,Perf,Inf,Act"
cluster_2221,оправиться,"оправиться,VERB,Perf,Inf,Mid"
cluster_2221,отправить,"отправить,VERB,Perf,Inf,Act"
cluster_2221,избавиться,"избавиться,VERB,Perf,Inf,Mid"
cluster_2221,править,"править,VERB,Imp,Inf,Act"
cluster_2221,справиться,"справиться,VERB,Perf,Inf,Mid"
cluster_2221,править,"править,VERB,Imp,Inf,Act"
cluster_2222,очарование,"очарование,NOUN,Inan,Acc,Neut,Sing"
cluster_2222,даровании,"дарование,NOUN,Inan,Loc,Neut,Sing"
cluster_2222,очарованный,"очаровать,VERB,Anim,Perf,Nom,Masc,Sing,Past,Part,Pass"
cluster_2222,очарование,"очарование,NOUN,Inan,Acc,Neut,Sing"
cluster_2223,распределению,"распределение,NOUN,Inan,Dat,Neut,Sing"
cluster_2223,распределены,"распределить,VERB,Inan,Perf,Nom,Plur,Past,Short,Part,Pass"
cluster_2223,распределении,"распределение,NOUN,Inan,Loc,Neut,Sing"
cluster_2223,распределения,"распределение,NOUN,Inan,Gen,Neut,Sing"
cluster_2223,распределении,"распределение,NOUN,Inan,Loc,Neut,Sing"
cluster_2223,распределение,"распределение,NOUN,Inan,Nom,Neut,Sing"
cluster_2224,включением,"включение,NOUN,Inan,Ins,Neut,Sing"
cluster_2224,включением,"включение,NOUN,Inan,Ins,Neut,Sing"
cluster_2224,включения,"включение,NOUN,Inan,Gen,Neut,Sing"
cluster_2224,включение,"включение,NOUN,Inan,Nom,Neut,Sing"
cluster_2224,включения,"включение,NOUN,Inan,Gen,Neut,Sing"
cluster_2224,включена,"включить,VERB,Inan,Perf,Nom,Fem,Sing,Past,Short,Part,Pass"
cluster_2224,включено,"включить,VERB,Inan,Perf,Nom,Neut,Sing,Past,Short,Part,Pass"
cluster_2224,включены,"включить,VERB,Inan,Perf,Nom,Plur,Past,Short,Part,Pass"
cluster_2225,туристическое,"туристический,ADJ,Nom,Pos,Neut,Sing"
cluster_2225,футуристической,"футуристический,ADJ,Gen,Pos,Fem,Sing"
cluster_2226,королевства,"королевство,NOUN,Inan,Gen,Neut,Sing"
cluster_2226,Королевстве,"королевство,NOUN,Inan,Loc,Neut,Sing"
cluster_2226,королевства,"королевство,NOUN,Inan,Gen,Neut,Sing"
cluster_2226,королевству,"королевство,NOUN,Inan,Dat,Neut,Sing"
cluster_2227,собираются,"собираться,VERB,Imp,Ind,Plur,3,Pres,Fin,Mid"
cluster_2227,стираются,"стираться,VERB,Imp,Ind,Plur,3,Pres,Fin,Mid"
cluster_2228,примеры,"пример,NOUN,Inan,Acc,Masc,Plur"
cluster_2228,примеру,"пример,NOUN,Inan,Dat,Masc,Sing"
cluster_2228,Мериме,"Мериме,PROPN,Anim,Nom,Masc,Sing"
cluster_2228,примеру,"пример,NOUN,Inan,Dat,Masc,Sing"
cluster_2228,периметру,"периметр,NOUN,Inan,Dat,Masc,Sing"
cluster_2228,примеру,"пример,NOUN,Inan,Dat,Masc,Sing"
cluster_2228,примеру,"пример,NOUN,Inan,Dat,Masc,Sing"
cluster_2228,Пример,"пример,NOUN,Inan,Nom,Masc,Sing"
cluster_2229,Дмитрий,"Дмитрий,PROPN,Anim,Nom,Masc,Sing"
cluster_2229,Дмитрий,"Дмитрий,PROPN,Anim,Nom,Masc,Sing"
cluster_2229,Дмитрий,"Дмитрий,PROPN,Anim,Nom,Masc,Sing"
cluster_2229,Дмитрий,"Дмитрий,PROPN,Anim,Nom,Masc,Sing"
cluster_2229,Дмитрия,"Дмитрий,PROPN,Anim,Gen,Masc,Sing"
cluster_2230,область,"область,NOUN,Inan,Nom,Fem,Sing"
cluster_2230,область,"область,NOUN,Inan,Nom,Fem,Sing"
cluster_2230,область,"область,NOUN,Inan,Nom,Fem,Sing"
cluster_2230,область,"область,NOUN,Inan,Nom,Fem,Sing"
cluster_2230,область,"область,NOUN,Inan,Nom,Fem,Sing"
cluster_2230,область,"область,NOUN,Inan,Nom,Fem,Sing"
cluster_2230,область,"область,NOUN,Inan,Nom,Fem,Sing"
cluster_2230,область,"область,NOUN,Inan,Nom,Fem,Sing"
cluster_2230,область,"область,NOUN,Inan,Nom,Fem,Sing"
cluster_2230,область,"область,NOUN,Inan,Nom,Fem,Sing"
cluster_2230,область,"область,NOUN,Inan,Nom,Fem,Sing"
cluster_2230,область,"область,NOUN,Inan,Nom,Fem,Sing"
cluster_2231,будучи,"быть,AUX,Imp,Conv"
cluster_2231,Будучи,"быть,AUX,Imp,Conv"
cluster_2231,Будучи,"быть,AUX,Imp,Conv"
cluster_2231,будучи,"быть,AUX,Imp,Conv"
cluster_2231,будучи,"быть,AUX,Imp,Conv"
cluster_2231,будучи,"быть,AUX,Imp,Conv"
cluster_2231,Будучи,"быть,AUX,Imp,Conv"
cluster_2231,будучи,"быть,AUX,Imp,Conv"
cluster_2231,будучи,"быть,AUX,Imp,Conv"
cluster_2231,будучи,"быть,AUX,Imp,Conv"
cluster_2231,будучи,"быть,AUX,Imp,Conv"
cluster_2232,Рославль,"Рославль,PROPN,Inan,Nom,Masc,Sing"
cluster_2233,Германии,"Германия,PROPN,Inan,Loc,Fem,Sing"
cluster_2233,Германии,"Германия,PROPN,Inan,Loc,Fem,Sing"
cluster_2233,Германии,"Германия,PROPN,Inan,Loc,Fem,Sing"
cluster_2233,Германии,"Германия,PROPN,Inan,Loc,Fem,Sing"
cluster_2233,Германии,"Германия,PROPN,Inan,Loc,Fem,Sing"
cluster_2233,Германии,"Германия,PROPN,Inan,Loc,Fem,Sing"
cluster_2233,Германии,"Германия,PROPN,Inan,Loc,Fem,Sing"
cluster_2233,Германии,"Германия,PROPN,Inan,Loc,Fem,Sing"
cluster_2233,Германии,"Германия,PROPN,Inan,Loc,Fem,Sing"
cluster_2233,Германии,"Германия,PROPN,Inan,Loc,Fem,Sing"
cluster_2233,Германии,"Германия,PROPN,Inan,Loc,Fem,Sing"
cluster_2233,Германии,"Германия,PROPN,Inan,Loc,Fem,Sing"
cluster_2233,Германии,"Германия,PROPN,Inan,Loc,Fem,Sing"
cluster_2234,отложений,"отложение,NOUN,Inan,Gen,Neut,Plur"
cluster_2234,заложено,"заложить,VERB,Inan,Perf,Nom,Neut,Sing,Past,Short,Part,Pass"
cluster_2234,сложен,"сложный,ADJ,Pos,Masc,Sing,Short"
cluster_2234,заложен,"заложить,VERB,Inan,Perf,Nom,Masc,Sing,Past,Short,Part,Pass"
cluster_2235,выиграл,"выиграть,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
cluster_2235,выиграла,"выиграть,VERB,Perf,Fem,Ind,Sing,Past,Fin,Act"
cluster_2235,выиграл,"выиграть,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
cluster_2236,Михайлова,"Михайлова,PROPN,Anim,Nom,Fem,Sing"
cluster_2236,Михайловича,"Михайлович,PROPN,Anim,Gen,Masc,Sing"
cluster_2236,Михайлович,"Михайлович,PROPN,Anim,Nom,Masc,Sing"
cluster_2236,Михайловича,"Михайлович,PROPN,Anim,Gen,Masc,Sing"
cluster_2236,Михайловича,"Михайлович,PROPN,Anim,Gen,Masc,Sing"
cluster_2237,потенциала,"потенциал,NOUN,Inan,Gen,Masc,Sing"
cluster_2238,Соглашение,"соглашение,NOUN,Inan,Nom,Neut,Sing"
cluster_2238,соглашения,"соглашение,NOUN,Inan,Gen,Neut,Sing"
cluster_2238,соглашение,"соглашение,NOUN,Inan,Acc,Neut,Sing"
cluster_2238,Соглашение,"соглашение,NOUN,Inan,Nom,Neut,Sing"
cluster_2239,вымышленный,"вымышленный,ADJ,Nom,Pos,Masc,Sing"
cluster_2239,вымышленными,"вымышленный,ADJ,Ins,Pos,Plur"
cluster_2239,вымышленный,"вымышленный,ADJ,Nom,Pos,Masc,Sing"
cluster_2240,Мелро,"Мелро,PROPN,Anim,Gen,Masc,Sing"
cluster_2240,имел,"иметь,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
cluster_2240,имел,"иметь,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
cluster_2240,имел,"иметь,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
cluster_2240,имел,"иметь,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
cluster_2240,имел,"иметь,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
cluster_2240,шмель,"шмель,NOUN,Inan,Nom,Masc,Sing"
cluster_2240,Мел,"Мел,PROPN,Anim,Nom,Masc,Sing"
cluster_2240,имел,"иметь,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
cluster_2240,имела,"иметь,VERB,Imp,Fem,Ind,Sing,Past,Fin,Act"
cluster_2240,Мелу,"Мел,PROPN,Inan,Loc,Masc,Sing"
cluster_2240,имел,"иметь,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
cluster_2240,имел,"иметь,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
cluster_2240,имел,"иметь,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
cluster_2240,имел,"иметь,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
cluster_2240,мел,"мел,NOUN,Inan,Nom,Masc,Sing"
cluster_2240,мела,"мел,NOUN,Inan,Gen,Masc,Sing"
cluster_2240,имел,"иметь,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
cluster_2240,Мельгунов,"Мельгунов,PROPN,Anim,Nom,Masc,Sing"
cluster_2240,имела,"иметь,VERB,Imp,Fem,Ind,Sing,Past,Fin,Act"
cluster_2240,имела,"иметь,VERB,Imp,Fem,Ind,Sing,Past,Fin,Act"
cluster_2240,смелых,"смелый,ADJ,Anim,Acc,Pos,Plur"
cluster_2240,сумел,"суметь,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
cluster_2241,приспособлены,"приспособить,VERB,Anim,Perf,Nom,Plur,Past,Short,Part,Pass"
cluster_2242,Судак,"Судак,PROPN,Inan,Nom,Masc,Sing"
cluster_2242,Судака,"Судак,PROPN,Inan,Gen,Masc,Sing"
cluster_2242,суда,"суд,NOUN,Inan,Gen,Masc,Sing"
cluster_2242,суда,"суд,NOUN,Inan,Gen,Masc,Sing"
cluster_2242,суда,"суд,NOUN,Inan,Gen,Masc,Sing"
cluster_2242,суда,"суд,NOUN,Inan,Gen,Masc,Sing"
cluster_2242,судами,"суд,NOUN,Inan,Ins,Masc,Plur"
cluster_2242,суда,"суд,NOUN,Inan,Gen,Masc,Sing"
cluster_2243,полиции,"полиция,NOUN,Inan,Gen,Fem,Sing"
cluster_2243,полиции,"полиция,NOUN,Inan,Gen,Fem,Sing"
cluster_2243,полиции,"полиция,NOUN,Inan,Gen,Fem,Sing"
cluster_2243,полиции,"полиция,NOUN,Inan,Gen,Fem,Sing"
cluster_2243,поллюции,"поллюция,NOUN,Inan,Nom,Fem,Plur"
cluster_2244,усилению,"усиление,NOUN,Inan,Dat,Neut,Sing"
cluster_2244,усилением,"усиление,NOUN,Inan,Ins,Neut,Sing"
cluster_2244,усиление,"усиление,NOUN,Inan,Acc,Neut,Sing"
cluster_2244,усиленным,"усилить,VERB,Inan,Perf,Ins,Neut,Sing,Past,Part,Pass"
cluster_2244,усиленную,"усиленный,ADJ,Acc,Pos,Fem,Sing"
cluster_2244,усиленная,"усиленный,ADJ,Nom,Pos,Fem,Sing"
cluster_2245,поверхности,"поверхность,NOUN,Inan,Gen,Fem,Sing"
cluster_2245,поверхности,"поверхность,NOUN,Inan,Gen,Fem,Sing"
cluster_2245,поверхности,"поверхность,NOUN,Inan,Gen,Fem,Sing"
cluster_2245,поверхности,"поверхность,NOUN,Inan,Gen,Fem,Sing"
cluster_2246,Construction,"construction,X,Yes"
cluster_2246,Construct,"construct,X,Yes"
cluster_2247,плоскости,"плоскость,NOUN,Inan,Loc,Fem,Sing"
cluster_2247,плоское,"плоский,ADJ,Nom,Pos,Neut,Sing"
cluster_2247,плоскости,"плоскость,NOUN,Inan,Loc,Fem,Sing"
cluster_2247,Плоскости,"плоскость,NOUN,Inan,Nom,Fem,Plur"
cluster_2247,плоской,"плоский,ADJ,Gen,Pos,Fem,Sing"
cluster_2248,антифашистскую,"антифашистский,ADJ,Acc,Pos,Fem,Sing"
cluster_2248,антифашистская,"антифашистский,ADJ,Nom,Pos,Fem,Sing"
cluster_2249,МОСНК,"МОСНК,PROPN,Inan,Gen,Masc,Sing"
cluster_2249,мост,"мост,NOUN,Inan,Acc,Masc,Sing"
cluster_2249,мост,"мост,NOUN,Inan,Acc,Masc,Sing"
cluster_2249,мостов,"мост,NOUN,Inan,Gen,Masc,Plur"
cluster_2249,мосту,"мост,NOUN,Inan,Dat,Masc,Sing"
cluster_2249,судимость,"судимость,NOUN,Inan,Nom,Fem,Sing"
cluster_2249,ранимость,"ранимость,NOUN,Inan,Acc,Fem,Sing"
cluster_2249,Мост,"мост,NOUN,Inan,Nom,Masc,Sing"
cluster_2249,Мост,"мост,NOUN,Inan,Nom,Masc,Sing"
cluster_2250,изготовленным,"изготовить,VERB,Inan,Perf,Ins,Masc,Sing,Past,Part,Pass"
cluster_2250,изготовлены,"изготовить,VERB,Inan,Perf,Nom,Plur,Past,Short,Part,Pass"
cluster_2250,изготовления,"изготовление,NOUN,Inan,Gen,Neut,Sing"
cluster_2250,изготовления,"изготовление,NOUN,Inan,Gen,Neut,Sing"
cluster_2250,изготовлением,"изготовление,NOUN,Inan,Ins,Neut,Sing"
cluster_2250,изготовление,"изготовление,NOUN,Inan,Nom,Neut,Sing"
cluster_2251,1993,"1993,ADJ,Nom,Pos,Masc,Sing"
cluster_2251,1993,"1993,ADJ,Nom,Pos,Masc,Sing"
cluster_2251,1993,"1993,ADJ,Nom,Pos,Masc,Sing"
cluster_2251,1993,"1993,ADJ,Nom,Pos,Masc,Sing"
cluster_2251,1993,"1993,ADJ,Nom,Pos,Masc,Sing"
cluster_2251,1993,"1993,ADJ,Nom,Pos,Masc,Sing"
cluster_2251,1993,"1993,ADJ,Nom,Pos,Masc,Sing"
cluster_2251,1993,"1993,ADJ,Nom,Pos,Masc,Sing"
cluster_2251,1993,"1993,ADJ,Nom,Pos,Masc,Sing"
cluster_2251,1993,"1993,ADJ,Nom,Pos,Masc,Sing"
cluster_2251,1993,"1993,ADJ,Nom,Pos,Masc,Sing"
cluster_2251,1993,"1993,ADJ,Nom,Pos,Masc,Sing"
cluster_2251,1993,"1993,ADJ,Nom,Pos,Masc,Sing"
cluster_2251,1993,"1993,ADJ,Nom,Pos,Masc,Sing"
cluster_2252,статуи,"статуя,NOUN,Inan,Gen,Fem,Sing"
cluster_2252,статус,"статус,NOUN,Inan,Acc,Masc,Sing"
cluster_2252,стандату,"стандарт,NOUN,Inan,Dat,Masc,Sing"
cluster_2252,статусу,"статус,NOUN,Inan,Dat,Masc,Sing"
cluster_2252,статус,"статус,NOUN,Inan,Acc,Masc,Sing"
cluster_2252,статуи,"статуя,NOUN,Inan,Gen,Fem,Sing"
cluster_2252,статус,"статус,NOUN,Inan,Acc,Masc,Sing"
cluster_2252,статус,"статус,NOUN,Inan,Acc,Masc,Sing"
cluster_2252,Статуя,"статуя,NOUN,Inan,Nom,Fem,Sing"
cluster_2252,статус,"статус,NOUN,Inan,Acc,Masc,Sing"
cluster_2252,статус,"статус,NOUN,Inan,Acc,Masc,Sing"
cluster_2252,статусе,"статус,NOUN,Inan,Loc,Masc,Sing"
cluster_2252,статуса,"статус,NOUN,Inan,Gen,Masc,Sing"
cluster_2253,индикаторов,"индикатор,NOUN,Inan,Gen,Masc,Plur"
cluster_2253,индикаторе,"индикатор,NOUN,Inan,Loc,Masc,Sing"
cluster_2254,дивизии,"дивизия,NOUN,Inan,Gen,Fem,Sing"
cluster_2254,дивизии,"дивизия,NOUN,Inan,Gen,Fem,Sing"
cluster_2254,дивизии,"дивизия,NOUN,Inan,Gen,Fem,Sing"
cluster_2254,дивизию,"дивизия,NOUN,Inan,Acc,Fem,Sing"
cluster_2254,дивизии,"дивизия,NOUN,Inan,Gen,Fem,Sing"
cluster_2254,дивизии,"дивизия,NOUN,Inan,Gen,Fem,Sing"
cluster_2254,дивизий,"дивизия,NOUN,Inan,Gen,Fem,Plur"
cluster_2254,дивизий,"дивизия,NOUN,Inan,Gen,Fem,Plur"
cluster_2254,дивизии,"дивизия,NOUN,Inan,Gen,Fem,Sing"
cluster_2255,святого,"святой,ADJ,Gen,Pos,Masc,Sing"
cluster_2255,святого,"святой,ADJ,Gen,Pos,Masc,Sing"
cluster_2255,Святого,"святой,ADJ,Gen,Pos,Masc,Sing"
cluster_2255,Святаго,"святой,ADJ,Gen,Pos,Masc,Sing"
cluster_2255,святого,"святой,ADJ,Gen,Pos,Masc,Sing"
cluster_2255,Святого,"святой,ADJ,Gen,Pos,Masc,Sing"
cluster_2256,Владимирско-Суздальской,"Владимирско-суздальский,ADJ,Gen,Pos,Fem,Sing"
cluster_2257,музыкального,"музыкальный,ADJ,Gen,Pos,Neut,Sing"
cluster_2257,музыкального,"музыкальный,ADJ,Gen,Pos,Neut,Sing"
cluster_2257,музыкального,"музыкальный,ADJ,Gen,Pos,Neut,Sing"
cluster_2258,основательно,"основательно,ADV,Pos"
cluster_2258,безосновательно,"безосновательно,ADV,Pos"
cluster_2258,основательница,"основательница,NOUN,Anim,Nom,Fem,Sing"
cluster_2258,основателями,"основатель,NOUN,Anim,Ins,Masc,Plur"
cluster_2258,Основатель,"основатель,NOUN,Anim,Nom,Masc,Sing"
cluster_2258,сооснователем,"сооснователь,NOUN,Anim,Ins,Masc,Sing"
cluster_2258,основатель,"основатель,NOUN,Anim,Nom,Masc,Sing"
cluster_2258,основатель,"основатель,NOUN,Anim,Nom,Masc,Sing"
cluster_2258,основатель,"основатель,NOUN,Anim,Nom,Masc,Sing"
cluster_2258,основателей,"основатель,NOUN,Anim,Gen,Masc,Plur"
cluster_2258,основатели,"основатель,NOUN,Anim,Nom,Masc,Plur"
cluster_2259,юго-востоку,"юго-восток,NOUN,Inan,Dat,Masc,Sing"
cluster_2259,юго-востоке,"юго-восток,NOUN,Inan,Loc,Masc,Sing"
cluster_2259,юго-востоку,"юго-восток,NOUN,Inan,Dat,Masc,Sing"
cluster_2259,юго-востоку,"юго-восток,NOUN,Inan,Dat,Masc,Sing"
cluster_2259,юго-востоку,"юго-восток,NOUN,Inan,Dat,Masc,Sing"
cluster_2259,юго-востоке,"юго-восток,NOUN,Inan,Loc,Masc,Sing"
cluster_2259,юго-востоке,"юго-восток,NOUN,Inan,Loc,Masc,Sing"
cluster_2259,юго-востоку,"юго-восток,NOUN,Inan,Dat,Masc,Sing"
cluster_2260,регионах,"регион,NOUN,Inan,Loc,Masc,Plur"
cluster_2260,региона,"регион,NOUN,Inan,Gen,Masc,Sing"
cluster_2260,региона,"регион,NOUN,Inan,Gen,Masc,Sing"
cluster_2260,региона,"регион,NOUN,Inan,Gen,Masc,Sing"
cluster_2260,регионам,"регион,NOUN,Inan,Dat,Masc,Plur"
cluster_2260,мезорегиона,"мезорегион,NOUN,Inan,Gen,Masc,Sing"
cluster_2260,региона,"регион,NOUN,Inan,Gen,Masc,Sing"
cluster_2261,любви,"любовь,NOUN,Inan,Loc,Fem,Sing"
cluster_2261,любви,"любовь,NOUN,Inan,Loc,Fem,Sing"
cluster_2261,любви,"любовь,NOUN,Inan,Loc,Fem,Sing"
cluster_2261,любви,"любовь,NOUN,Inan,Loc,Fem,Sing"
cluster_2261,любви,"любовь,NOUN,Inan,Loc,Fem,Sing"
cluster_2261,любви,"любовь,NOUN,Inan,Loc,Fem,Sing"
cluster_2261,любви,"любовь,NOUN,Inan,Loc,Fem,Sing"
cluster_2262,сельский,"сельский,ADJ,Inan,Acc,Pos,Masc,Sing"
cluster_2262,Рогальский,"Рогальский,PROPN,Anim,Nom,Masc,Sing"
