cluster,form,data
cluster_1307,художественным,"художественный,ADJ,Ins,Pos,Neut,Sing"
cluster_-1,чтением,"чтение,NOUN,Inan,Ins,Neut,Sing"
cluster_6,.,".,PUNCT,None"
cluster_95,При,"при,ADP,None"
cluster_181,его,"его,DET,None"
cluster_-1,потомках,"потомок,NOUN,Anim,Loc,Masc,Plur"
cluster_3705,сложилась,"сложиться,VERB,Perf,Fem,Ind,Sing,Past,Fin,Mid"
cluster_42,система,"система,NOUN,Inan,Nom,Fem,Sing"
cluster_1505,управления,"управление,NOUN,Inan,Gen,Neut,Sing"
cluster_5358,этими,"этот,DET,Ins,Plur"
cluster_4173,территориями,"территория,NOUN,Inan,Ins,Fem,Plur"
cluster_6,",",",,PUNCT,None"
cluster_829,которая,"который,PRON,Inan,Nom,Fem,Sing"
cluster_-1,просуществовала,"просуществовать,VERB,Perf,Fem,Ind,Sing,Past,Fin,Act"
cluster_63,до,"до,ADP,None"
cluster_6,X,"x,ADJ,None"
cluster_522,века,"век,NOUN,Inan,Gen,Masc,Sing"
cluster_6,",",",,PUNCT,None"
cluster_6,и,"и,CCONJ,None"
cluster_6,в,"в,ADP,None"
cluster_2556,соответствии,"соответствие,NOUN,Inan,Loc,Neut,Sing"
cluster_6,с,"с,ADP,None"
cluster_917,которой,"который,PRON,Inan,Gen,Fem,Sing"
cluster_1480,две,"два,NUM,Inan,Acc,Fem,Card"
cluster_3331,ветви,"ветвь,NOUN,Inan,Gen,Fem,Sing"
cluster_2893,династии,"династия,NOUN,Inan,Gen,Fem,Sing"
cluster_-1,Мейрига,"Мейриг,PROPN,Anim,Nom,Masc,Sing"
cluster_-1,делили,"делить,VERB,Imp,Ind,Plur,Past,Fin,Act"
cluster_3,между,"между,ADP,None"
cluster_924,собой,"себя,PRON,Ins,Yes"
cluster_3345,власть,"власть,NOUN,Inan,Acc,Fem,Sing"
cluster_6,в,"в,ADP,None"
cluster_-1,Гвенте,"Гвент,PROPN,Inan,Loc,Masc,Sing"
cluster_6,и,"и,CCONJ,None"
cluster_-1,Гливисинге,"Гливисинг,PROPN,Inan,Loc,Masc,Sing"
cluster_6,.,".,PUNCT,None"
cluster_2628,Другие,"другой,NOUN,Anim,Nom,Masc,Plur"
cluster_2215,версии,"версия,NOUN,Inan,Loc,Fem,Sing"
cluster_5359,награды,"награда,NOUN,Inan,Acc,Fem,Plur"
cluster_6,--,"--,PUNCT,None"
cluster_-1,воздушный,"воздушный,ADJ,Nom,Pos,Masc,Sing"
cluster_1759,крест,"крест,NOUN,Inan,Nom,Masc,Sing"
cluster_189,за,"за,ADP,None"
cluster_5360,храбрость,"храбрость,NOUN,Inan,Acc,Fem,Sing"
cluster_6,и,"и,CCONJ,None"
cluster_3197,морской,"морской,ADJ,Gen,Pos,Fem,Sing"
cluster_1759,крест,"крест,NOUN,Inan,Nom,Masc,Sing"
cluster_189,за,"за,ADP,None"
cluster_5360,храбрость,"храбрость,NOUN,Inan,Acc,Fem,Sing"
cluster_6,.,".,PUNCT,None"
cluster_382,Они,"они,PRON,Nom,Plur,3"
cluster_-1,напали,"нападать,VERB,Perf,Ind,Plur,Past,Fin,Act"
cluster_6,и,"и,CCONJ,None"
cluster_2225,убили,"убить,VERB,Perf,Ind,Plur,Past,Fin,Act"
cluster_1159,обоих,"оба,NUM,Inan,Gen,Masc,Card"
cluster_6,",",",,PUNCT,None"
cluster_56,но,"но,CCONJ,None"
cluster_17,когда,"когда,ADV,None"
cluster_1162,стали,"стать,VERB,Perf,Ind,Plur,Past,Fin,Act"
cluster_-1,обыскивать,"обыскивать,VERB,Imp,Inf,Act"
cluster_5361,трупы,"труп,NOUN,Anim,Acc,Masc,Plur"
cluster_6,",",",,PUNCT,None"
cluster_-1,главарь,"главарь,NOUN,Anim,Nom,Masc,Sing"
cluster_-1,узнал,"узнать,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
cluster_6,в,"в,ADP,None"
cluster_5362,убитых,"убить,VERB,Anim,Perf,Gen,Plur,Past,Part,Pass"
cluster_5363,собственных,"собственный,ADJ,Gen,Pos,Plur"
cluster_5364,родителей,"родитель,NOUN,Anim,Gen,Masc,Plur"
cluster_6,.,".,PUNCT,None"
cluster_1272,17,"17,NUM,Gen,Card"
cluster_1927,мая,"май,NOUN,Inan,Gen,Masc,Sing"
cluster_268,2007,"2007,ADJ,Nom,Pos,Masc,Sing"
cluster_116,года,"год,NOUN,Inan,Gen,Masc,Sing"
cluster_6,в,"в,ADP,None"
cluster_5365,Храме,"храм,NOUN,Inan,Loc,Masc,Sing"
cluster_3614,Христа,"Христос,PROPN,Anim,Gen,Masc,Sing"
cluster_3615,Спасителя,"спаситель,NOUN,Anim,Gen,Masc,Sing"
cluster_6,в,"в,ADP,None"
cluster_1098,Москве,"Москва,PROPN,Inan,Loc,Fem,Sing"
cluster_1487,вместе,"вместе,ADV,Pos"
cluster_6,с,"с,ADP,None"
cluster_-1,Патриархом,"патриарх,NOUN,Anim,Ins,Masc,Sing"
cluster_4388,Московским,"московский,ADJ,Ins,Pos,Masc,Sing"
cluster_-1,Алексием,"Алексий,PROPN,Anim,Ins,Masc,Sing"
cluster_237,II,"II,ADJ,Gen,Pos,Neut,Sing"
cluster_4994,подписал,"подписать,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
cluster_4445,Акт,"акт,NOUN,Inan,Acc,Masc,Sing"
cluster_6,о,"о,ADP,None"
cluster_-1,каноническом,"канонический,ADJ,Loc,Pos,Neut,Sing"
cluster_-1,общении,"общение,NOUN,Inan,Loc,Neut,Sing"
cluster_-1,РПЦЗ,"РПЦЗ,PROPN,Inan,Gen,Fem,Sing"
cluster_6,и,"и,CCONJ,None"
cluster_5366,РПЦ,"РПЦ,PROPN,Inan,Gen,Fem,Sing"
cluster_6,.,".,PUNCT,None"
cluster_191,После,"после,ADP,None"
cluster_3637,окончания,"окончание,NOUN,Inan,Gen,Neut,Sing"
cluster_5367,Литовской,"литовский,ADJ,Gen,Pos,Fem,Sing"
cluster_2955,духовной,"духовный,ADJ,Gen,Pos,Fem,Sing"
cluster_3803,семинарии,"семинария,NOUN,Inan,Gen,Fem,Sing"
cluster_6,",",",,PUNCT,None"
cluster_829,которая,"который,PRON,Inan,Nom,Fem,Sing"
cluster_5368,находилась,"находиться,VERB,Imp,Fem,Ind,Sing,Past,Fin,Mid"
cluster_6,в,"в,ADP,None"
cluster_-1,Вильно,"Вильно,PROPN,Inan,Loc,Neut,Sing"
cluster_6,",",",,PUNCT,None"
cluster_2529,зачислен,"зачислить,VERB,Anim,Perf,Nom,Masc,Sing,Past,Short,Part,Pass"
cluster_6,в,"в,ADP,None"
cluster_-1,Санкт-Петербургскую,"Санкт-петербургский,ADJ,Acc,Pos,Fem,Sing"
cluster_5369,духовную,"духовный,ADJ,Acc,Pos,Fem,Sing"
cluster_1376,академию,"академия,NOUN,Inan,Acc,Fem,Sing"
cluster_6,и,"и,CCONJ,None"
cluster_1702,учился,"учиться,VERB,Imp,Masc,Ind,Sing,Past,Fin,Mid"
cluster_1428,там,"там,ADV,Pos"
cluster_189,за,"за,ADP,None"
cluster_-1,казённый,"казенный,ADJ,Inan,Acc,Pos,Masc,Sing"
cluster_3185,счет,"счет,NOUN,Inan,Acc,Masc,Sing"
cluster_6,.,".,PUNCT,None"
cluster_3173,Отчасти,"отчасти,ADV,Pos"
cluster_6,",",",,PUNCT,None"
cluster_698,вероятно,"вероятный,ADJ,Pos,Neut,Sing,Short"
cluster_6,",",",,PUNCT,None"
cluster_772,поэтому,"поэтому,SCONJ,None"
cluster_-1,Лилиенкрон,"Лилиенкрон,PROPN,Anim,Nom,Masc,Sing"
cluster_2810,поступил,"поступить,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
cluster_6,в,"в,ADP,None"
cluster_795,военное,"военный,ADJ,Acc,Pos,Neut,Sing"
cluster_871,училище,"училище,NOUN,Inan,Acc,Neut,Sing"
cluster_6,.,".,PUNCT,None"
cluster_5370,Важной,"важный,ADJ,Ins,Pos,Fem,Sing"
cluster_389,частью,"часть,NOUN,Inan,Ins,Fem,Sing"
cluster_-1,закупочной,"закупочный,ADJ,Gen,Pos,Fem,Sing"
cluster_-1,логистики,"логистика,NOUN,Inan,Gen,Fem,Sing"
cluster_1117,является,"являться,VERB,Imp,Ind,Sing,3,Pres,Fin,Mid"
cluster_-1,планирование,"планирование,NOUN,Inan,Nom,Neut,Sing"
cluster_3088,поставок,"поставка,NOUN,Inan,Gen,Fem,Plur"
cluster_70,на,"на,ADP,None"
cluster_69,основании,"основание,NOUN,Inan,Loc,Neut,Sing"
cluster_1505,управления,"управление,NOUN,Inan,Gen,Neut,Sing"
cluster_5371,запасами,"запас,NOUN,Inan,Ins,Masc,Plur"
cluster_6,.,".,PUNCT,None"
cluster_-1,Публиковался,"публиковаться,VERB,Imp,Masc,Ind,Sing,Past,Fin,Mid"
cluster_6,в,"в,ADP,None"
cluster_4694,газетах,"газета,NOUN,Inan,Loc,Fem,Plur"
cluster_6,:,":,PUNCT,None"
cluster_6,``,"``,PUNCT,None"
cluster_1562,Вести,"весть,NOUN,Inan,Nom,Fem,Plur"
cluster_107,&#39;&#39;,"&#39;&#39;,PUNCT,None"
cluster_6,",",",,PUNCT,None"
cluster_6,``,"``,PUNCT,None"
cluster_-1,Камчатское,"камчатский,ADJ,Nom,Pos,Neut,Sing"
cluster_1,время,"время,NOUN,Inan,Acc,Neut,Sing"
cluster_107,&#39;&#39;,"&#39;&#39;,PUNCT,None"
cluster_6,",",",,PUNCT,None"
cluster_6,``,"``,PUNCT,None"
cluster_-1,Аргументы,"аргумент,NOUN,Inan,Nom,Masc,Plur"
cluster_6,и,"и,CCONJ,None"
cluster_5372,Факты,"факт,NOUN,Inan,Nom,Masc,Plur"
cluster_6,--,"--,PUNCT,None"
cluster_-1,Камчатка,"Камчатка,PROPN,Inan,Nom,Fem,Sing"
cluster_107,&#39;&#39;,"&#39;&#39;,PUNCT,None"
cluster_6,",",",,PUNCT,None"
cluster_6,``,"``,PUNCT,None"
cluster_-1,МК,"мк,NOUN,Anim,Nom,Masc,Sing"
cluster_70,на,"на,ADP,None"
cluster_-1,Камчатке,"Камчатка,PROPN,Inan,Loc,Fem,Sing"
cluster_107,&#39;&#39;,"&#39;&#39;,PUNCT,None"
cluster_6,",",",,PUNCT,None"
cluster_6,``,"``,PUNCT,None"
cluster_-1,Культура,"культура,NOUN,Inan,Nom,Fem,Sing"
cluster_107,&#39;&#39;,"&#39;&#39;,PUNCT,None"
cluster_6,",",",,PUNCT,None"
cluster_6,``,"``,PUNCT,None"
cluster_1175,Знамя,"знамя,NOUN,Inan,Nom,Neut,Sing"
cluster_-1,Юности,"юность,NOUN,Inan,Gen,Fem,Sing"
cluster_107,&#39;&#39;,"&#39;&#39;,PUNCT,None"
cluster_6,",",",,PUNCT,None"
cluster_6,``,"``,PUNCT,None"
cluster_-1,Вечерний,"вечерний,ADJ,Nom,Pos,Masc,Sing"
cluster_5373,Минск,"Минск,PROPN,Inan,Nom,Masc,Sing"
cluster_107,&#39;&#39;,"&#39;&#39;,PUNCT,None"
cluster_6,и,"и,CCONJ,None"
cluster_2299,др,"др,NOUN,Anim,Nom,Masc,Plur"
cluster_6,.,".,PUNCT,None"
cluster_6,С,"с,ADP,None"
cluster_3196,1971,"1971,ADJ,Gen,Pos,Masc,Sing"
cluster_116,года,"год,NOUN,Inan,Gen,Masc,Sing"
cluster_6,``,"``,PUNCT,None"
cluster_4628,Луч,"луч,NOUN,Inan,Nom,Masc,Sing"
cluster_107,&#39;&#39;,"&#39;&#39;,PUNCT,None"
cluster_6,с,"с,ADP,None"
cluster_-1,переменным,"переменный,ADJ,Ins,Pos,Masc,Sing"
cluster_1604,успехом,"успех,NOUN,Inan,Ins,Masc,Sing"
cluster_5374,выступал,"выступать,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
cluster_0,во,"во,ADP,None"
cluster_798,Второй,"второй,ADJ,Loc,Pos,Fem,Sing"
cluster_2067,лиге,"лига,NOUN,Inan,Loc,Fem,Sing"
cluster_6,",",",,PUNCT,None"
cluster_5323,заняв,"занять,VERB,Perf,Past,Conv,Act"
cluster_6,в,"в,ADP,None"
cluster_3606,1984,"1984,ADJ,Nom,Pos,Masc,Sing"
cluster_58,году,"год,NOUN,Inan,Loc,Masc,Sing"
cluster_-1,наивысшее,"наивысший,ADJ,Acc,Sup,Neut,Sing"
cluster_233,для,"для,ADP,None"
cluster_534,себя,"себя,PRON,Gen,Yes"
cluster_6,2-е,"2-й,ADJ,Acc,Pos,Neut,Sing"
cluster_420,место,"место,NOUN,Inan,Nom,Neut,Sing"
cluster_6,.,".,PUNCT,None"
cluster_5375,Близкие,"близкий,ADJ,Nom,Pos,Plur"
cluster_-1,уравнения,"уравнение,NOUN,Inan,Nom,Neut,Plur"
cluster_5295,вида,"вид,NOUN,Inan,Gen,Masc,Sing"
cluster_6,Y,"y,NOUN,None"
cluster_6,=,"=,SYM,None"
cluster_-1,AFe,"AFe,NOUN,None"
cluster_6,+,"+,SYM,None"
cluster_6,2,"2,NUM,Inan,Nom,Masc,Sing,Card"
cluster_6,+,"+,SYM,None"
cluster_6,B,"B,NOUN,None"
cluster_5376,получены,"получить,VERB,Inan,Perf,Nom,Plur,Past,Short,Part,Pass"
cluster_6,и,"и,CCONJ,None"
cluster_233,для,"для,ADP,None"
cluster_1613,других,"другой,ADJ,Gen,Pos,Plur"
cluster_2903,элементов,"элемент,NOUN,Inan,Gen,Masc,Plur"
cluster_6,.,".,PUNCT,None"
cluster_6,С,"с,ADP,None"
cluster_3196,1971,"1971,ADJ,Gen,Pos,Masc,Sing"
cluster_225,по,"по,ADP,None"
cluster_55,1995,"1995,ADJ,Gen,Pos,Masc,Sing"
cluster_429,год,"год,NOUN,Inan,Acc,Masc,Sing"
cluster_761,работал,"работать,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
cluster_70,на,"на,ADP,None"
cluster_-1,Волгоградском,"волгоградский,ADJ,Loc,Pos,Masc,Sing"
cluster_-1,судостроительном,"судостроительный,ADJ,Loc,Pos,Masc,Sing"
cluster_1463,заводе,"завод,NOUN,Inan,Loc,Masc,Sing"
cluster_6,",",",,PUNCT,None"
cluster_638,стал,"стать,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
cluster_6,в,"в,ADP,None"
cluster_2687,середине,"середина,NOUN,Inan,Loc,Fem,Sing"
cluster_644,1980-х,"1980-й,ADJ,Gen,Pos,Plur"
cluster_181,его,"его,DET,None"
cluster_2577,директором,"директор,NOUN,Anim,Ins,Masc,Sing"
cluster_6,.,".,PUNCT,None"
cluster_1582,Некоторые,"некоторый,DET,Nom,Plur"
cluster_5372,факты,"факт,NOUN,Inan,Nom,Masc,Plur"
cluster_181,его,"его,DET,None"
cluster_-1,биографии,"биография,NOUN,Inan,Gen,Fem,Sing"
cluster_-1,обросли,"обрасти,VERB,Perf,Ind,Plur,Past,Fin,Act"
cluster_-1,вымышленными,"вымышленный,ADJ,Ins,Pos,Plur"
cluster_-1,легендами,"легенда,NOUN,Inan,Ins,Fem,Plur"
cluster_6,",",",,PUNCT,None"
cluster_6,в,"в,ADP,None"
cluster_329,том,"то,PRON,Inan,Loc,Neut,Sing"
cluster_330,числе,"число,NOUN,Inan,Loc,Neut,Sing"
cluster_14,об,"об,ADP,None"
cluster_-1,обнаруженном,"обнаружить,VERB,Inan,Perf,Loc,Neut,Sing,Past,Part,Pass"
cluster_2635,Иваном,"Иван,PROPN,Anim,Ins,Masc,Sing"
cluster_2636,Грозным,"Грозный,PROPN,Anim,Ins,Masc,Sing"
cluster_6,``,"``,PUNCT,None"
cluster_3909,отсутствии,"отсутствие,NOUN,Inan,Loc,Neut,Sing"
cluster_-1,девства,"девство,NOUN,Inan,Gen,Neut,Sing"
cluster_107,&#39;&#39;,"&#39;&#39;,PUNCT,None"
cluster_6,у,"у,ADP,None"
cluster_-1,княжны,"княжна,NOUN,Anim,Gen,Fem,Sing"
cluster_-1,Долгорукой,"Долгорукая,PROPN,Anim,Gen,Fem,Sing"
cluster_6,и,"и,CCONJ,None"
cluster_1871,приказе,"приказ,NOUN,Inan,Loc,Masc,Sing"
cluster_2048,царя,"царь,NOUN,Anim,Gen,Masc,Sing"
cluster_-1,немедленно,"немедленно,ADV,Pos"
cluster_-1,утопить,"утопить,VERB,Perf,Inf,Act"
cluster_6,``,"``,PUNCT,None"
cluster_-1,юницу,"юница,NOUN,Anim,Acc,Fem,Sing"
cluster_107,&#39;&#39;,"&#39;&#39;,PUNCT,None"
cluster_6,",",",,PUNCT,None"
cluster_303,что,"что,SCONJ,None"
cluster_3050,якобы,"якобы,ADV,Pos"
cluster_6,и,"и,CCONJ,None"
cluster_196,было,"быть,AUX,Imp,Neut,Ind,Sing,Past,Fin"
cluster_-1,беспрекословно,"беспрекословно,ADV,Pos"
cluster_-1,выполнено,"выполнить,VERB,Inan,Perf,Nom,Neut,Sing,Past,Short,Part,Pass"
cluster_-1,Малютой,"Малюта,PROPN,Anim,Ins,Masc,Sing"
cluster_6,.,".,PUNCT,None"
cluster_3302,Данный,"данный,ADJ,Nom,Pos,Masc,Sing"
cluster_4514,способ,"способ,NOUN,Inan,Acc,Masc,Sing"
cluster_34,используется,"использоваться,VERB,Imp,Ind,Sing,3,Pres,Fin,Mid"
cluster_5377,компаниям,"компания,NOUN,Inan,Dat,Fem,Plur"
cluster_6,",",",,PUNCT,None"
cluster_4592,профессионально,"профессионально,ADV,Pos"
cluster_-1,занимающимися,"заниматься,VERB,Inan,Imp,Ins,Plur,Pres,Part,Act"
cluster_-1,прокладкой,"прокладка,NOUN,Inan,Ins,Fem,Sing"
cluster_6,и,"и,CCONJ,None"
cluster_-1,обслуживаем,"обслуживание,NOUN,Inan,Ins,Neut,Sing"
cluster_-1,телефонных,"телефонный,ADJ,Gen,Pos,Plur"
cluster_6,и,"и,CCONJ,None"
cluster_3354,телекоммуникационных,"телекоммуникационный,ADJ,Gen,Pos,Plur"
cluster_-1,сетей,"сеть,NOUN,Inan,Gen,Fem,Plur"
cluster_6,.,".,PUNCT,None"
cluster_6,В,"в,ADP,None"
cluster_-1,старинной,"старинный,ADJ,Loc,Pos,Fem,Sing"
cluster_5378,технике,"техника,NOUN,Inan,Loc,Fem,Sing"
cluster_5379,живописи,"живопись,NOUN,Inan,Gen,Fem,Sing"
cluster_-1,масляные,"масляный,ADJ,Nom,Pos,Plur"
cluster_-1,лаки,"лак,NOUN,Inan,Nom,Masc,Plur"
cluster_425,среди,"среди,ADP,None"
cluster_1613,других,"другой,ADJ,Gen,Pos,Plur"
cluster_1611,материалов,"материал,NOUN,Inan,Gen,Masc,Plur"
cluster_5379,живописи,"живопись,NOUN,Inan,Gen,Fem,Sing"
cluster_-1,занимали,"занимать,VERB,Imp,Ind,Plur,Past,Fin,Act"
cluster_2783,одно,"один,DET,Inan,Nom,Neut,Sing"
cluster_245,из,"из,ADP,None"
cluster_3379,первых,"первый,ADJ,Gen,Pos,Plur"
cluster_1216,мест,"место,NOUN,Inan,Gen,Neut,Plur"
cluster_6,.,".,PUNCT,None"
cluster_6,В,"в,ADP,None"
cluster_5380,1954,"1954,ADJ,Loc,Pos,Masc,Sing"
cluster_58,году,"год,NOUN,Inan,Loc,Masc,Sing"
cluster_2349,помог,"помочь,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
cluster_6,``,"``,PUNCT,None"
cluster_-1,Кёльну,"Кельн,PROPN,Inan,Dat,Masc,Sing"
cluster_107,&#39;&#39;,"&#39;&#39;,PUNCT,None"
cluster_2350,стать,"стать,VERB,Perf,Inf,Act"
cluster_1630,чемпионом,"чемпион,NOUN,Anim,Ins,Masc,Sing"
cluster_-1,Оберлиги,"Оберлига,PROPN,Inan,Gen,Fem,Sing"
cluster_5381,Вест,"Вест,X,Yes"
cluster_6,",",",,PUNCT,None"
cluster_6,в,"в,ADP,None"
cluster_917,которой,"который,PRON,Inan,Gen,Fem,Sing"
cluster_5382,принимали,"принимать,VERB,Imp,Ind,Plur,Past,Fin,Act"
cluster_2203,участие,"участие,NOUN,Inan,Acc,Neut,Sing"
cluster_311,все,"весь,DET,Inan,Acc,Plur"
cluster_2139,лучшие,"лучший,ADJ,Nom,Pos,Plur"
cluster_1964,команды,"команда,NOUN,Inan,Gen,Fem,Sing"
cluster_5071,Северного,"северный,ADJ,Gen,Pos,Masc,Sing"
cluster_5383,Рейна,"Рейн,PROPN,Inan,Gen,Masc,Sing"
cluster_6,--,"--,PUNCT,None"
cluster_5384,Вестфалии,"Вестфалия,PROPN,Inan,Loc,Fem,Sing"
cluster_6,.,".,PUNCT,None"
cluster_-1,Плата,"плата,NOUN,Inan,Nom,Fem,Sing"
cluster_6,в,"в,ADP,None"
cluster_1173,10,"10,NUM,Gen,Card"
cluster_-1,эре,"эра,NOUN,Inan,Loc,Fem,Sing"
cluster_-1,взималась,"взиматься,VERB,Imp,Fem,Ind,Sing,Past,Fin,Mid"
cluster_189,за,"за,ADP,None"
cluster_-1,бронирование,"бронирование,NOUN,Inan,Acc,Neut,Sing"
cluster_6,и,"и,CCONJ,None"
cluster_-1,покупку,"покупка,NOUN,Inan,Acc,Fem,Sing"
cluster_-1,билетов,"билет,NOUN,Inan,Gen,Masc,Plur"
cluster_6,в,"в,ADP,None"
cluster_687,театр,"театр,NOUN,Inan,Nom,Masc,Sing"
cluster_68,или,"или,CCONJ,None"
cluster_70,на,"на,ADP,None"
cluster_4118,концерт,"концерт,NOUN,Inan,Acc,Masc,Sing"
cluster_189,за,"за,ADP,None"
cluster_1494,день,"день,NOUN,Inan,Acc,Masc,Sing"
cluster_63,до,"до,ADP,None"
cluster_2241,спектакля,"спектакль,NOUN,Inan,Gen,Masc,Sing"
cluster_6,.,".,PUNCT,None"
cluster_254,Население,"население,NOUN,Inan,Nom,Neut,Sing"
cluster_431,составляет,"составлять,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
cluster_-1,1555,"1555,NUM,Acc,Card"
cluster_258,человек,"человек,NOUN,Anim,Gen,Masc,Plur"
cluster_6,(,"(,PUNCT,None"
cluster_1016,2008,"2008,ADJ,Gen,Pos,Masc,Sing"
cluster_6,г,"г,NOUN,Inan,Loc,Masc,Sing"
cluster_6,.,".,PUNCT,None"
cluster_6,),"),PUNCT,None"
cluster_6,",",",,PUNCT,None"
cluster_632,плотность,"плотность,NOUN,Inan,Nom,Fem,Sing"
cluster_433,населения,"население,NOUN,Inan,Gen,Neut,Sing"
cluster_431,составляет,"составлять,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
cluster_-1,141,"141,NUM,Anim,Acc,Masc,Sing,Card"
cluster_1592,чел.,"человек,NOUN,Anim,Gen,Masc,Sing"
cluster_6,/,"/,SYM,None"
cluster_1593,км2,"км2,NOUN,Inan,Acc,Masc,Sing"
cluster_6,.,".,PUNCT,None"
cluster_18,Он,"он,PRON,Nom,Masc,Sing,3"
cluster_807,имел,"иметь,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
cluster_4121,репертуар,"репертуар,NOUN,Inan,Acc,Masc,Sing"
cluster_245,из,"из,ADP,None"
cluster_483,24,"24,ADJ,Gen,Pos,Neut,Sing"
cluster_-1,грампластинок,"грампластинка,NOUN,Inan,Gen,Fem,Plur"
cluster_70,на,"на,ADP,None"
cluster_-1,78,"78,NUM,Acc,Card"
cluster_14,об,"об,ADP,None"
cluster_6,/,"/,SYM,None"
cluster_4805,мин,"мина,NOUN,Inan,Gen,Fem,Plur"
cluster_6,.,".,PUNCT,None"
cluster_6,В,"в,ADP,None"
cluster_1646,2002,"2002,ADJ,Nom,Pos,Masc,Sing"
cluster_58,году,"год,NOUN,Inan,Loc,Masc,Sing"
cluster_6,в,"в,ADP,None"
cluster_-1,Мюрю,"Мюрю,PROPN,Inan,Acc,Masc,Sing"
cluster_4209,провели,"провести,VERB,Perf,Ind,Plur,Past,Fin,Act"
cluster_-1,73-километровый,"73-километровый,ADJ,Inan,Acc,Pos,Masc,Sing"
cluster_1816,канал,"канал,NOUN,Inan,Acc,Masc,Sing"
cluster_52,от,"от,ADP,None"
cluster_160,реки,"река,NOUN,Inan,Gen,Fem,Sing"
cluster_-1,Лены,"Лена,PROPN,Inan,Gen,Fem,Sing"
cluster_6,и,"и,CCONJ,None"
cluster_-1,заполнили,"заполнить,VERB,Perf,Ind,Plur,Past,Fin,Act"
cluster_374,речной,"речной,ADJ,Nom,Pos,Masc,Sing"
cluster_4219,водой,"вода,NOUN,Inan,Ins,Fem,Sing"
cluster_-1,обмелевшее,"обмелеть,VERB,Inan,Perf,Acc,Neut,Sing,Past,Part,Act"
cluster_-1,природное,"природный,ADJ,Acc,Pos,Neut,Sing"
cluster_2755,озеро,"озеро,NOUN,Inan,Acc,Neut,Sing"
cluster_6,.,".,PUNCT,None"
cluster_5385,Ведущие,"ведущий,ADJ,Nom,Pos,Plur"
cluster_-1,идеологи,"идеолог,NOUN,Anim,Nom,Masc,Plur"
cluster_618,партии,"партия,NOUN,Inan,Gen,Fem,Sing"
cluster_-1,доказывали,"доказывать,VERB,Imp,Ind,Plur,Past,Fin,Act"
cluster_-1,неоспоримые,"неоспоримый,ADJ,Inan,Acc,Pos,Plur"
cluster_1427,преимущества,"преимущество,NOUN,Inan,Acc,Neut,Plur"
cluster_-1,буржуазного,"буржуазный,ADJ,Gen,Pos,Masc,Sing"
cluster_5386,парламентаризма,"парламентаризм,NOUN,Inan,Gen,Masc,Sing"
cluster_4825,европейского,"европейский,ADJ,Gen,Pos,Masc,Sing"
cluster_1486,типа,"тип,NOUN,Inan,Gen,Masc,Sing"
cluster_6,в,"в,ADP,None"
cluster_-1,сравнении,"сравнение,NOUN,Inan,Loc,Neut,Sing"
cluster_6,с,"с,ADP,None"
cluster_3041,российским,"российский,ADJ,Ins,Pos,Neut,Sing"
cluster_-1,самодержавным,"самодержавный,ADJ,Ins,Pos,Neut,Sing"
cluster_986,государственным,"государственный,ADJ,Ins,Pos,Neut,Sing"
cluster_5387,устройством,"устройство,NOUN,Inan,Ins,Neut,Sing"
cluster_6,",",",,PUNCT,None"
cluster_539,хотя,"хотя,SCONJ,None"
cluster_6,в,"в,ADP,None"
cluster_-1,достижении,"достижение,NOUN,Inan,Loc,Neut,Sing"
cluster_97,этого,"этот,DET,Gen,Masc,Sing"
cluster_5386,парламентаризма,"парламентаризм,NOUN,Inan,Gen,Masc,Sing"
cluster_1057,им,"они,PRON,Dat,Plur,3"
cluster_-1,представлялась,"представляться,VERB,Imp,Fem,Ind,Sing,Past,Fin,Mid"
cluster_1934,лишь,"лишь,PART,None"
cluster_5388,ближайшая,"ближайший,ADJ,Nom,Pos,Fem,Sing"
cluster_6,и,"и,CCONJ,None"
cluster_3837,самая,"самый,ADJ,Nom,Pos,Fem,Sing"
cluster_5389,необходимая,"необходимый,ADJ,Nom,Pos,Fem,Sing"
cluster_5049,цель,"цель,NOUN,Inan,Nom,Fem,Sing"
cluster_-1,освободительного,"освободительный,ADJ,Gen,Pos,Masc,Sing"
cluster_766,процесса,"процесс,NOUN,Inan,Gen,Masc,Sing"
cluster_70,на,"на,ADP,None"
cluster_874,пути,"путь,NOUN,Inan,Loc,Masc,Sing"
cluster_-1,дальнейшего,"дальнейший,ADJ,Gen,Pos,Neut,Sing"
cluster_3791,движения,"движение,NOUN,Inan,Gen,Neut,Sing"
cluster_6,к,"к,ADP,None"
cluster_-1,социалистическому,"социалистический,ADJ,Dat,Pos,Neut,Sing"
cluster_-1,обществу,"общество,NOUN,Inan,Dat,Neut,Sing"
cluster_6,.,".,PUNCT,None"
cluster_6,в,"в,ADP,None"
cluster_1928,Австрии,"Австрия,PROPN,Inan,Gen,Fem,Sing"
